,AGE,ST004D01T,ST001D01T,ESCS,ICTRES,DURECEC,EXPECEDU,MISCED,IMMIG,PV1MATH,PV1READ,PV1SCIE,PV1MCCR,PV1MCQN,PV1MCSS,PV1MCUD,PV1MPEM,PV1MPFS,PV1MPRE,MATHMOT,MATHEASE,MATHPREF,MATHEFF,MATHEF21,MATHPERS,FAMCON,SDLEFF,COGACRCO,COGACMCO,CURIOAGR,ASSERAGR,COOPAGR,EMOCOAGR,EMPATAGR,PERSEVAGR,STRESAGR
133,15.75,Male,Grade 10,-0.4663,Not Applicable,Attended ECEC for at least three but less than four years,,ISCED level 6,Native student,392.373,432.588,420.911,413.043,428.548,323.044,380.418,396.489,417.219,433.625,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.8791,0.1125,-1.9019,Not Applicable,1.9461,-0.3554,-0.5397,-0.7989,-0.648,Not Applicable,0.9473,Not Applicable,-0.5793,0.3934
134,16.17,Female,Grade 10,1.5131,Not Applicable,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 7,Native student,477.206,495.149,521.941,515.741,548.338,511.493,526.887,496.026,498.1,477.299,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.7481,-0.1017,0.1093,0.9276,1.0866,0.3463,0.6778,0.3288,-0.1104,0.9745,0.2054,0.8214,0.4403,-0.5895
135,15.42,Female,Grade 10,-2.4115,-5.0283,Attended ECEC for less than a year,No Response,Less than ISCED Level 1,First-Generation student,326.096,262.023,358.848,264.396,250.434,321.636,265.244,318.057,318.058,299.805,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4496,No Response,No Response,Not Applicable,No Response,-1.3775,0.0257,-0.6779,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
136,15.5,Male,Grade 10,0.5818,0.6749,No Response,ISCED Level 3.4,ISCED level 7,Native student,466.172,475.7,513.431,496.609,490.311,485.283,470.403,502.404,476.034,512.189,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1612,-0.0755,0.2641,2.3084,0.2215,0.0154,0.8603,1.5111,-0.4498,0.3848,0.4076,0.0928,0.266,-0.1827
137,16.17,Male,Grade 10,0.6935,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 3.4,Native student,618.138,568.076,531.096,683.423,681.459,704.11,654.883,663.392,614.536,715.139,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.1316,2.3418,0.8,4.2155,No Response,-0.5774,0.248,0.0877,-0.5618,-0.1259,0.121,-0.1676,0.7166,1.4836
138,15.5,Female,Grade 10,-0.7333,-0.5987,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 8,Native student,501.555,561.0,467.136,523.943,448.42,535.394,493.101,537.705,456.527,506.851,More motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.4395,0.0715,1.2837,1.2833,-0.694,0.2283,0.1463,-0.1565,0.3796,Not Applicable,-1.4929,-0.388,-0.3926,Not Applicable
139,15.67,Female,Grade 9,0.8747,0.3435,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 5,Native student,686.717,644.514,701.053,566.37,565.777,593.147,614.749,604.118,614.908,662.746,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2041,-0.0545,-0.5349,Not Applicable,-0.4099,-0.0634,-0.2983,0.2974,-0.7051,-1.2269,-1.9257,1.9018,-0.7813,-1.2438
140,15.83,Female,Grade 9,-0.3307,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 7,Native student,354.026,472.373,386.127,461.136,423.107,377.971,411.055,461.165,483.129,403.288,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.6832,-0.5664,-1.2881,1.5636,No Response,1.6451,0.3373,0.46,-0.201,Not Applicable,2.303,1.0361,0.5205,0.7266
141,15.67,Male,Grade 10,1.0824,Not Applicable,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 7,Native student,601.402,546.728,637.235,648.424,632.928,625.01,586.672,601.732,638.087,633.514,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.4893,0.0128,0.1091,0.1969,0.2276,0.8912,0.6079,0.7831,-0.4047,Not Applicable,0.8466,Not Applicable,0.4109,0.2451
142,15.83,Male,Grade 10,-0.3343,-1.5262,Attended ECEC for at least three but less than four years,No Response,ISCED level 6,Second-Generation student,494.253,466.304,450.309,528.818,515.579,553.386,528.887,510.422,505.252,560.769,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-3.3915,0.0745,0.9685,0.4476,-0.539,-0.3906,0.6877,2.2921,-0.061,0.5228,-1.142,1.4715,1.194,0.5786
143,15.25,Male,Grade 9,0.5216,0.448,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 7,Native student,403.415,408.812,383.438,376.964,378.981,365.106,361.698,448.846,416.508,410.738,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.2257,0.5186,2.1431,Not Applicable,0.0528,-0.6058,2.2873,0.3527,Not Applicable,Not Applicable,0.2034,Not Applicable,0.8279,Not Applicable
144,16.25,Female,Grade 9,0.4722,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 4,Native student,480.3,570.479,487.536,394.061,504.575,393.46,418.702,479.039,499.012,471.066,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5882,-0.534,-0.1361,-0.1184,-0.6131,0.4556,0.3162,-0.9129,-0.0753,-0.2224,0.1447,0.4705,-1.3608,-0.0135
145,15.58,Male,Grade 10,1.2404,-0.0046,Attended ECEC for at least two but less than three years,No Response,ISCED level 2,Native student,515.404,502.356,494.301,477.751,560.97,472.123,577.831,504.772,492.245,537.234,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,Not Applicable,0.1325,Not Applicable
146,15.92,Female,Grade 8,-1.0443,-1.5035,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 3.4,Native student,369.416,410.228,416.096,338.568,374.339,381.04,354.526,407.181,397.481,335.851,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-1.9923,-0.9587,Not Applicable,-0.8449,-0.1906,-0.4756,No Response,Not Applicable,Not Applicable,-0.4356,Not Applicable,Not Applicable,Not Applicable
147,16.0,Female,Grade 9,0.3848,-1.5274,Attended ECEC for less than a year,ISCED Level 8,ISCED level 8,Native student,298.251,303.206,313.006,416.827,349.419,275.29,379.058,277.391,357.683,305.226,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.4089,-0.6063,2.2687,3.5142,-2.4479,-0.033,-0.7666,1.9437,Not Applicable,Not Applicable,-1.6649,Not Applicable,Not Applicable,Not Applicable
148,16.08,Male,Grade 10,0.8792,1.3033,No Response,ISCED level 7 ,ISCED level 6,Native student,521.872,566.051,565.645,481.718,509.567,406.457,512.403,560.909,479.261,463.487,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.3525,1.0791,0.2181,4.2348,-0.1205,0.6987,-0.2951,No Response,No Response,No Response,No Response,No Response,No Response,No Response
149,15.75,Female,Grade 10,0.7432,0.7847,Attended ECEC for at least two but less than three years,ISCED Level 5,ISCED level 6,Native student,419.163,459.712,462.644,419.915,420.099,417.045,443.759,454.76,531.732,466.097,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.6607,-0.5491,-0.04,0.8804,-2.4052,0.4335,0.7253,-0.2672,-0.4328,-0.2293,0.2797,-0.3328,-0.2522,-0.4354
150,15.42,Male,Invalid,0.781,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 4,ISCED level 5,Native student,533.559,434.431,484.01,598.568,626.034,560.668,498.828,569.691,541.74,543.679,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,2.2719,2.9137,0.5274,0.8305,0.0896,-0.2657,0.2085,-0.7071,-0.0869,0.667,0.384,-0.5684,0.11,0.7488
151,15.58,Male,Grade 9,-2.2863,-2.7306,Attended ECEC for at least two but less than three years,ISCED Level 3.4,ISCED level 4,Native student,327.339,332.942,334.48,455.629,416.859,350.418,395.914,376.379,394.945,298.061,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.7072,No Response,Not Applicable,No Response,-2.2619,No Response,-0.7542,Not Applicable,0.5728,No Response,Not Applicable,Not Applicable,Not Applicable
152,15.5,Female,Grade 9,No Response,-1.9537,Attended ECEC for at least one but less than two years,No Response,No Response,Native student,308.12,317.294,350.12,328.227,180.807,243.332,307.387,306.747,354.677,343.088,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.2154,No Response,No Response,No Response,No Response,Not Applicable,No Response,Not Applicable,No Response,No Response
153,15.83,Male,Grade 10,No Response,No Response,No Response,No Response,No Response,No Response,507.968,462.384,549.99,487.149,473.91,514.875,464.444,520.583,549.177,531.219,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,No Response,Not Applicable,Not Applicable
154,16.08,Male,Grade 10,0.4118,-1.1748,Attended ECEC for at least three but less than four years,ISCED level 7 ,ISCED level 7,Native student,576.909,470.208,614.39,613.716,641.184,614.222,590.774,680.616,604.077,630.817,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1652,-0.5968,-0.3817,Not Applicable,1.9272,-0.158,2.2867,-0.8595,-0.1156,-0.7191,-0.3179,0.8969,-0.3339,-0.6936
155,15.92,Male,Grade 10,0.179,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 3.4,ISCED level 3.3,Native student,658.184,629.175,557.554,602.286,593.522,619.966,605.167,699.512,712.934,692.655,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1455,0.8192,-0.2113,3.561,-0.9379,3.4268,2.5103,1.8191,0.4203,1.3256,-0.2542,-0.1539,1.275,-0.2828
156,15.83,Male,Grade 10,-0.7584,0.203,Attended ECEC for at least two but less than three years,ISCED Level 3.4,ISCED level 3.3,Native student,473.192,513.423,557.991,449.493,472.848,444.852,539.732,506.564,458.826,450.055,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.6017,-1.4184,-0.906,0.5915,-0.7717,0.404,0.1496,Not Applicable,-0.5921,Not Applicable,-1.3983,-0.8045,Not Applicable,-0.9296
157,15.58,Female,Grade 9,-2.7863,-1.569,No Response,ISCED Level 8,ISCED level 1,Native student,326.872,367.221,388.014,392.332,278.399,308.422,318.976,339.595,258.155,297.677,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-0.5675,1.8641,Not Applicable,0.3494,0.2795,0.7247,0.3064,Not Applicable,Not Applicable,-0.0201,Not Applicable,Not Applicable,Not Applicable
158,16.17,Female,Grade 9,-1.6029,-2.2357,Attended ECEC for at least two but less than three years,ISCED Level 3.3,ISCED level 5,Native student,241.386,228.991,203.373,320.862,304.708,355.45,284.51,199.929,271.983,257.294,No Response,No Response,No Response,No Response,No Response,-0.3293,Not Applicable,No Response,No Response,No Response,0.6826,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
159,15.58,Female,Grade 9,0.8525,Not Applicable,Attended ECEC for at least five but less than six years,ISCED Level 2,ISCED level 7,Native student,463.142,572.449,485.644,360.995,424.929,360.999,431.064,463.782,488.832,456.188,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.8623,-0.3088,0.1153,-0.6335,0.1515,-0.9061,-0.6537,0.9897,-1.1011,0.5837,-0.7409,0.6303,-0.0343,-0.5791
160,15.83,Male,Grade 9,0.8996,Not Applicable,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 7,Native student,456.445,380.564,441.033,424.443,412.999,464.598,420.656,434.547,473.437,476.566,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3801,-0.4686,-1.123,3.8656,0.0097,-0.7846,-0.4334,2.8824,-0.2351,2.5322,-0.1528,-1.0821,No Response,0.1356
161,15.67,Male,Grade 9,-0.4157,-0.0908,No Response,ISCED Level 5,ISCED level 3.4,First-Generation student,349.123,315.217,400.816,216.651,367.213,442.685,340.074,450.022,427.711,443.361,More motivated to do well in mathematics than other subjects,No Response,No preference for mathematics over other subjects,-0.7467,0.6318,0.4178,Not Applicable,No Response,-2.2526,0.1713,-0.2931,Not Applicable,Not Applicable,-0.2059,0.0811,Not Applicable,Not Applicable
162,15.83,Female,Grade 10,0.501,-0.8793,No Response,ISCED Level 8,ISCED level 8,Second-Generation student,589.784,599.297,652.45,548.397,603.854,608.08,565.422,562.101,579.011,649.381,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2453,1.1765,0.3187,Not Applicable,-0.0255,0.2355,0.808,0.0282,Not Applicable,Not Applicable,-0.6461,0.4734,Not Applicable,Not Applicable
163,15.5,Male,Grade 9,0.7748,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 7,Native student,649.35,589.829,622.938,636.467,647.418,679.589,567.633,560.092,624.528,621.182,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.2954,-0.108,Not Applicable,-1.052,-0.7468,-0.6611,-0.2294,Not Applicable,Not Applicable,-0.1603,Not Applicable,Not Applicable,Not Applicable
164,15.92,Male,Grade 11,0.2519,-0.1674,No Response,ISCED Level 8,ISCED level 6,First-Generation student,421.018,306.343,404.137,479.595,344.096,326.378,423.255,356.794,499.933,377.053,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0268,0.7269,0.2707,Not Applicable,-0.4265,-0.8951,0.2093,0.9802,Not Applicable,Not Applicable,1.2764,-0.8851,Not Applicable,Not Applicable
165,15.92,Male,Grade 8,-0.8426,-1.5364,Attended ECEC for less than a year,ISCED Level 8,ISCED level 4,Native student,307.197,195.996,287.407,321.771,272.066,299.149,264.214,270.747,292.017,375.066,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.6498,-2.1048,-1.1365,-2.9023,-0.758,1.5399,-0.4899,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
166,15.5,Male,Grade 10,-0.4234,0.0975,Attended ECEC for at least two but less than three years,No Response,ISCED level 8,First-Generation student,277.301,206.671,230.093,346.733,314.076,404.626,368.349,311.551,355.519,308.999,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0826,0.7502,-1.1948,0.2508,No Response,2.467,1.1699,No Response,-0.2419,No Response,-0.1397,No Response,No Response,0.2178
167,15.33,Female,Grade 10,0.0296,Not Applicable,No Response,ISCED level 7 ,ISCED level 3.3,Native student,488.011,455.072,500.45,490.742,454.271,460.367,479.03,449.161,441.841,461.938,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.1972,-0.2321,0.5192,0.4927,-0.183,-1.0631,-0.8953,-0.6605,0.7753,-0.7343,-0.1198,0.0372,-0.0195,-0.572
168,15.67,Male,Grade 8,0.1953,-1.0583,Attended ECEC for at least two but less than three years,No Response,ISCED level 3.4,Native student,340.317,251.073,356.92,322.592,316.068,359.997,314.107,329.953,306.812,340.235,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,No Response,Not Applicable,Not Applicable,Not Applicable
169,15.92,Female,Grade 10,-1.0054,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 3.4,Native student,514.66,483.792,563.463,534.774,511.282,466.244,615.394,544.122,487.88,546.807,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.7657,0.7183,-0.2007,0.1796,1.0089,0.5535,0.9001,2.9386,0.807,1.0271,0.7789,-0.0478,0.95,0.1233
170,15.67,Female,Grade 10,-1.3324,-2.0673,Attended ECEC for less than a year,ISCED Level 5,ISCED level 8,Native student,335.418,291.038,269.296,339.56,273.305,337.316,242.92,284.586,261.476,221.584,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-2.5616,No Response,-0.2117,Not Applicable,No Response,No Response,No Response,-2.3966,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
171,15.58,Female,Grade 10,1.1842,Not Applicable,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 6,Invalid,487.812,475.327,500.078,451.57,497.912,388.598,485.832,513.603,449.678,453.516,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.191,1.1049,0.6467,2.8993,0.1576,-0.1328,0.1938,No Response,No Response,No Response,No Response,No Response,No Response,No Response
172,16.17,Female,Grade 10,0.0723,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 3.3,Native student,627.754,684.072,562.456,575.365,566.736,572.115,554.87,554.637,567.358,568.386,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.2999,0.4442,-0.1106,2.7346,No Response,-0.3972,-0.5633,1.5217,2.6301,-1.2518,2.7077,-0.7564,1.512,1.6526
173,16.0,Male,Grade 10,-1.1038,-0.8053,No Response,ISCED Level 5,ISCED level 3.3,Native student,554.692,508.726,548.427,448.222,454.843,530.327,505.606,547.321,552.141,518.593,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.0896,2.3061,-1.4236,1.4258,No Response,2.0552,1.2202,1.5991,-0.2005,1.0051,0.5084,0.268,4.0333,1.5545
174,15.83,Male,Grade 9,-0.5607,-0.8801,Attended ECEC for at least two but less than three years,ISCED Level 3.4,ISCED level 7,Native student,358.852,332.118,390.459,354.478,387.725,330.283,330.471,338.345,333.059,299.246,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.7248,-2.5608,Not Applicable,No Response,-0.6534,0.1608,0.4459,Not Applicable,0.2416,-0.6707,Not Applicable,Not Applicable,Not Applicable
175,16.25,Male,Grade 11,0.4226,0.0019,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 6,Second-Generation student,678.405,635.583,646.612,655.562,642.043,612.524,687.626,643.315,613.677,622.012,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.0086,0.1689,0.6021,1.2417,0.1906,-1.1767,-0.4515,0.095,0.1175,-0.0736,0.1101,-0.1708,0.3629,0.1911
176,15.58,Female,Grade 10,1.0583,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 2,ISCED level 7,Native student,435.838,453.785,457.639,461.519,426.668,456.86,430.807,449.942,424.452,470.187,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.69,-0.3706,-0.9551,-1.162,-0.8602,-0.8719,-0.8428,-0.4416,-1.1073,Not Applicable,No Response,-0.8563,-0.2067,-0.0796
177,15.75,Female,Grade 10,0.8613,-0.6222,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 6,Native student,508.223,598.741,489.154,495.052,520.814,483.744,500.606,467.317,573.576,535.567,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0064,0.662,1.9054,4.0692,No Response,0.9562,-0.3005,1.0574,-0.8344,Not Applicable,0.5898,Not Applicable,1.0629,Not Applicable
178,16.08,Male,Grade 9,0.6292,Not Applicable,No Response,No Response,ISCED level 6,Native student,446.017,428.794,383.791,476.608,513.888,468.687,506.189,445.285,489.2,445.493,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
179,16.17,Female,Grade 10,-0.0998,Not Applicable,Attended ECEC for at least four but less than five years,No Response,ISCED level 7,No Response,323.732,336.208,300.959,358.827,337.814,416.468,353.908,287.448,343.966,287.376,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,-0.3425,Not Applicable,Not Applicable,No Response,0.3008,Not Applicable,Not Applicable
180,15.92,Female,Grade 10,0.0397,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Native student,559.179,517.132,607.215,564.077,569.613,510.374,485.58,581.257,533.792,574.539,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,Not Applicable,-0.3172,-0.5161,Not Applicable,1.8476,2.1113,1.6585,3.4049,Not Applicable,Not Applicable,-0.2577,Not Applicable,Not Applicable,Not Applicable
181,16.25,Female,Grade 9,-1.1302,-1.0828,No Response,ISCED Level 4,ISCED level 3.4,Native student,375.139,304.794,456.12,427.173,359.921,401.232,421.029,387.831,359.796,373.634,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.2306,0.7504,-0.3772,0.582,0.2217,0.0855,0.6258,-0.2005,-0.5513,-1.201,-1.0046,0.4714,-0.6235,-2.2974
182,16.25,Female,Grade 9,-0.656,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 3.3,ISCED level 4,Native student,413.107,383.918,491.736,438.174,419.108,336.309,416.444,385.765,395.599,369.366,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-0.5705,-1.2185,Not Applicable,-0.9304,-0.1138,0.2385,-0.9709,Not Applicable,Not Applicable,-1.2486,Not Applicable,Not Applicable,Not Applicable
183,15.67,Male,Grade 11,-0.3963,0.4026,Attended ECEC for at least four but less than five years,ISCED Level 3.3,ISCED level 3.3,Native student,358.081,370.976,382.427,359.109,363.924,357.552,480.899,298.733,316.21,357.86,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.3978,0.2534,-1.0456,-0.071,0.2277,-0.7662,-0.4001,-0.073,1.1349,0.3153,-0.6599,-0.2144,-0.9324,-0.3097
184,15.83,Female,Grade 10,0.5108,0.2892,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 7,Second-Generation student,576.236,523.785,647.147,563.398,609.26,549.276,580.189,565.01,661.504,564.119,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5059,-0.3569,-0.8693,1.4207,-0.6362,0.5115,1.2868,-0.3891,0.2552,0.681,-0.2019,0.2251,-0.4695,-0.1272
185,15.5,Male,Grade 9,No Response,-2.4679,Attended ECEC for at least four but less than five years,ISCED Level 2,No Response,Native student,357.691,434.566,407.587,294.976,291.11,296.32,280.725,312.601,338.524,312.915,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2049,0.7357,0.2999,0.3909,No Response,0.1525,-0.0303,0.268,0.6274,1.0235,0.3411,Not Applicable,1.2966,0.3827
186,16.25,Female,Grade 11,1.0303,0.0019,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 7,Second-Generation student,741.708,660.667,663.197,656.237,697.319,709.519,747.851,676.282,659.52,614.889,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.2532,1.4503,-0.2703,3.7797,0.5796,0.0857,0.7179,0.0517,-0.4341,-0.5281,-0.117,-0.8655,-0.2019,-0.6694
187,15.92,Male,Grade 10,-0.3395,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 3.4,ISCED level 3.3,Native student,532.132,545.567,538.336,402.666,448.627,496.431,482.977,496.212,509.445,496.653,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5983,-0.3622,-0.003,2.6485,-0.4612,0.4157,0.1266,-0.7384,-0.1417,-0.5189,-0.0938,-0.8842,-0.6926,0.2338
188,15.58,Male,Grade 10,1.1535,1.1062,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 6,Second-Generation student,642.587,563.981,544.567,587.162,629.567,638.117,556.232,573.524,622.117,619.121,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,2.1973,1.9304,2.0311,2.3185,1.8626,2.0779,0.7329,3.08,1.9565,1.0863,1.0322,2.2629,2.1051,1.3304
189,15.83,Female,Grade 9,-0.335,-0.5355,Attended ECEC for at least three but less than four years,No Response,ISCED level 5,Native student,651.059,634.515,611.543,687.355,564.309,632.984,629.247,562.48,614.754,532.602,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.8643,-0.1219,0.5181,Not Applicable,No Response,-2.2736,-0.5202,0.3711,-0.1135,-0.9765,-0.2486,-0.3985,-0.5518,-0.7916
190,16.08,Female,Grade 9,-1.8602,-1.5479,Attended ECEC for at least three but less than four years,ISCED Level 2,ISCED level 3.4,Native student,357.456,391.505,352.081,360.878,309.46,323.203,320.285,283.854,372.086,389.544,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.7419,0.3481,Not Applicable,-2.4443,3.6506,2.2721,2.6003,Not Applicable,2.146,-0.0504,Not Applicable,Not Applicable,Not Applicable
191,15.92,Female,Grade 10,0.0819,-0.9434,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 7,Native student,370.334,463.538,414.818,434.344,453.417,397.124,398.63,438.224,418.186,346.416,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.4078,-1.1297,-0.0851,-1.2448,-0.5112,-0.3216,-0.1939,-1.1012,-0.3944,Not Applicable,-0.0562,0.0936,-0.2453,Not Applicable
192,15.67,Female,Grade 10,0.6836,-0.2035,No Response,ISCED level 7 ,ISCED level 7,Native student,427.866,523.364,619.723,433.992,495.328,400.917,459.995,432.116,389.56,552.015,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.1325,-1.0391,0.36,-0.4694,0.8564,-0.4176,0.0776,-0.2876,-0.2913,-1.0481,0.6609,1.7527,-0.1742,0.1506
193,16.0,Male,Grade 7,No Response,No Response,No Response,No Response,No Response,No Response,371.967,363.824,342.556,325.955,388.081,357.953,320.559,367.898,345.616,380.475,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response
